"datetime","mrt_station","mrt_flow"
2022-06-05 08:00:00,"古亭",766
2022-06-05 08:00:00,"士林",763
2022-06-05 08:00:00,"大橋頭",329
2022-06-05 08:00:00,"松山",463
2022-06-05 09:00:00,"中山",1077
2022-06-05 09:00:00,"北投",920
2022-06-05 09:00:00,"北門",304
2022-06-05 09:00:00,"古亭",959
2022-06-05 09:00:00,"士林",1076
2022-06-05 09:00:00,"大橋頭",440
2022-06-05 09:00:00,"松山",612
2022-06-05 10:00:00,"中山",1822
2022-06-05 10:00:00,"北投",936
2022-06-05 10:00:00,"北門",379
2022-06-05 10:00:00,"古亭",1024
2022-06-05 10:00:00,"士林",1217
2022-06-05 10:00:00,"大橋頭",538
2022-06-05 10:00:00,"松山",588
2022-06-05 11:00:00,"中山",2456
2022-06-05 11:00:00,"北投",1048
2022-06-05 11:00:00,"北門",501
2022-06-05 11:00:00,"古亭",1245
2022-06-05 11:00:00,"士林",1351
2022-06-05 11:00:00,"大橋頭",601
2022-06-05 11:00:00,"松山",644
2022-06-05 12:00:00,"中山",2796
2022-06-05 12:00:00,"北投",1104
2022-06-05 12:00:00,"北門",555
2022-06-05 12:00:00,"古亭",1319
2022-06-05 12:00:00,"士林",1418
2022-06-05 12:00:00,"大橋頭",663
2022-06-05 12:00:00,"松山",778
2022-06-05 13:00:00,"中山",3080
2022-06-05 13:00:00,"北投",1061
2022-06-05 13:00:00,"北門",718
2022-06-05 13:00:00,"古亭",1431
2022-06-05 13:00:00,"士林",1670
2022-06-05 13:00:00,"大橋頭",646
2022-06-05 13:00:00,"松山",724
2022-06-05 14:00:00,"中山",3674
2022-06-05 14:00:00,"北投",1022
2022-06-05 14:00:00,"北門",784
2022-06-05 14:00:00,"古亭",1493
2022-06-05 14:00:00,"士林",1746
2022-06-05 14:00:00,"大橋頭",661
2022-06-05 14:00:00,"松山",801
2022-06-05 15:00:00,"中山",3944
2022-06-05 15:00:00,"北投",1093
2022-06-05 15:00:00,"北門",776
2022-06-05 15:00:00,"古亭",1427
2022-06-05 15:00:00,"士林",1656
2022-06-05 15:00:00,"大橋頭",644
2022-06-05 15:00:00,"松山",979
2022-06-05 16:00:00,"中山",4028
2022-06-05 16:00:00,"北投",1148
2022-06-05 16:00:00,"北門",811
2022-06-05 16:00:00,"古亭",1442
2022-06-05 16:00:00,"士林",1717
2022-06-05 16:00:00,"大橋頭",743
2022-06-05 16:00:00,"松山",979
2022-06-05 17:00:00,"中山",4444
2022-06-05 17:00:00,"北投",1263
2022-06-05 17:00:00,"北門",855
2022-06-05 17:00:00,"古亭",1730
2022-06-05 17:00:00,"士林",1925
2022-06-05 17:00:00,"大橋頭",830
2022-06-05 17:00:00,"松山",1131
2022-06-05 18:00:00,"中山",4041
